Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSatisfaction,CareerSatisfaction,HopeFiveYears,JobSearchStatus,LastNewJob,AssessJob1,AssessJob2,AssessJob3,AssessJob4,AssessJob5,AssessJob6,AssessJob7,AssessJob8,AssessJob9,AssessJob10,AssessBenefits1,AssessBenefits2,AssessBenefits3,AssessBenefits4,AssessBenefits5,AssessBenefits6,AssessBenefits7,AssessBenefits8,AssessBenefits9,AssessBenefits10,AssessBenefits11,JobContactPriorities1,JobContactPriorities2,JobContactPriorities3,JobContactPriorities4,JobContactPriorities5,JobEmailPriorities1,JobEmailPriorities2,JobEmailPriorities3,JobEmailPriorities4,JobEmailPriorities5,JobEmailPriorities6,JobEmailPriorities7,UpdateCV,Currency,Salary,SalaryType,ConvertedSalary,CurrencySymbol,CommunicationTools,TimeFullyProductive,EducationTypes,SelfTaughtTypes,TimeAfterBootcamp,HackathonReasons,AgreeDisagree1,AgreeDisagree2,AgreeDisagree3,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,FrameworkWorkedWith,FrameworkDesireNextYear,IDE,OperatingSystem,NumberMonitors,Methodology,VersionControl,CheckInCode,AdBlocker,AdBlockerDisable,AdBlockerReasons,AdsAgreeDisagree1,AdsAgreeDisagree2,AdsAgreeDisagree3,AdsActions,AdsPriorities1,AdsPriorities2,AdsPriorities3,AdsPriorities4,AdsPriorities5,AdsPriorities6,AdsPriorities7,AIDangerous,AIInteresting,AIResponsible,AIFuture,EthicsChoice,EthicsReport,EthicsResponsible,EthicalImplications,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember,HypotheticalTools1,HypotheticalTools2,HypotheticalTools3,HypotheticalTools4,HypotheticalTools5,WakeTime,HoursComputer,HoursOutside,SkipMeals,ErgonomicDevices,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Age,Dependents,MilitaryUS,SurveyTooLong,SurveyEasy
256,Yes,Yes,Netherlands,"Yes, full-time",Employed part-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Fewer than 10 employees,Back-end developer;Data scientist or machine learning specialist;Designer;Student,3-5 years,0-2 years,Moderately satisfied,Moderately satisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euros (€),NA,Monthly,NA,EUR,"Google Hangouts/Chat;Other wiki tool (Github, Google Sites, proprietary software, etc.)",One to three months,"Taken an online course in programming or software development (e.g. a MOOC);Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder)",NA,NA,NA,NA,NA,NA,Assembly;C;C++;C#;Java;JavaScript;Matlab;Objective-C;PHP;Python;Scala;SQL;HTML;CSS,Haskell;Python;Ruby;Scala,MongoDB;SQL Server;MySQL,Neo4j,AWS;Gaming console;Linux;Mac OS;Windows Desktop or Server,AWS;Linux,Hadoop;Spark,Spark;TensorFlow,Sublime Text,Linux-based,2,NA,Git,Multiple times per day,No,NA,NA,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Clicked on an online advertisement,1,6,2,3,4,7,5,Algorithms making important decisions,"Artificial intelligence surpassing human intelligence (""the singularity"")",The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,The person who came up with the idea,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Yes,No,United States,No,Employed full-time,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",20 to 99 employees,Full-stack developer,9-11 years,6-8 years,Moderately satisfied,Neither satisfied nor dissatisfied,Retirement,I am not interested in new job opportunities,Between 1 and 2 years ago,9,7,2,5,1,3,4,6,10,8,1,2,5,9,7,4,6,8,10,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A recruiter contacted me,U.S. dollars ($),97000,Yearly,97000,USD,"Office / productivity suite (Microsoft Office, Google Suite, etc.);Other wiki tool (Github, Google Sites, proprietary software, etc.)",Three to six months,"Taught yourself a new language, framework, or tool without taking a formal course",The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;The technology’s online help system,NA,NA,Strongly disagree,Disagree,Strongly disagree,Assembly;C;C++;C#;JavaScript;Rust;SQL;HTML;CSS,Assembly;C;C++;C#;Rust,SQL Server,NA,Arduino;Linux;Raspberry Pi;Windows Desktop or Server,Arduino;Linux;Raspberry Pi;Windows Desktop or Server,.NET Core;Xamarin,.NET Core,Notepad++;Visual Studio,Windows,3,Formal standard such as ISO 9001 or IEEE 12207 (aka “waterfall” methodologies);Scrum,Git;Team Foundation Version Control,Multiple times per day,Yes,No,NA,Strongly disagree,Strongly disagree,Somewhat disagree,Stopped going to a website because of their advertising,1,2,3,6,7,5,4,Algorithms making important decisions,Increasing automation of jobs,Nobody,I'm excited about the possibilities more than worried about the dangers.,Yes,No,NA,No,7,Daily or almost daily,No,NA,Yes,NA,4,No,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Between 9:01 - 10:00 AM,9 - 12 hours,Less than 30 minutes,Never,NA,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,25 - 34 years old,No,No,The survey was too long,Somewhat easy
260,No,No,Germany,No,Employed full-time,Some college/university study without earning a degree,"A natural science (ex. biology, chemistry, physics)",10 to 19 employees,Back-end developer;Data or business analyst;Full-stack developer,30 or more years,27-29 years,Extremely satisfied,Extremely satisfied,Working as a founder or co-founder of my own company,I am not interested in new job opportunities,Less than a year ago,7,5,6,3,10,1,4,9,2,8,6,1,2,8,11,3,10,5,7,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euros (€),NA,Monthly,NA,EUR,Confluence;Jira;Slack;Trello,One to three months,"Participated in a full-time developer training program or bootcamp;Taught yourself a new language, framework, or tool without taking a formal course","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;The technology’s online help system",NA,NA,Neither Agree nor Disagree,Disagree,Disagree,Java;JavaScript;Perl;PHP;SQL;HTML;CSS;Bash/Shell,Groovy;Java;JavaScript;Python;SQL;Swift;HTML;CSS;Bash/Shell,MySQL;Oracle;MariaDB,MySQL;PostgreSQL;Oracle;MariaDB,NA,NA,Spring,Spring,Eclipse;IntelliJ,MacOS,2,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka “waterfall” methodologies);Kanban;Scrum,Git;Subversion,Multiple times per day,I'm not sure/I don't know,NA,NA,Somewhat agree,Somewhat agree,Neither agree nor disagree,Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising,1,6,2,3,4,7,5,"Artificial intelligence surpassing human intelligence (""the singularity"")",Algorithms making important decisions,A governmental or other regulatory body,I'm worried about the dangers more than I'm excited about the possibilities.,No,Depends on what it is,Upper management at the company/organization,Yes,10 (Very Likely),Daily or almost daily,No,NA,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",NA,NA,No,Somewhat interested,Very interested,Very interested,A little bit interested,Somewhat interested,Between 6:01 - 7:00 AM,9 - 12 hours,30 - 59 minutes,Never,NA,I don't typically exercise,Male,NA,NA,White or of European descent,45 - 54 years old,Yes,NA,The survey was too long,Somewhat easy
261,Yes,No,United Kingdom,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Data or business analyst;DevOps specialist;Full-stack developer,9-11 years,6-8 years,Slightly dissatisfied,Slightly satisfied,Working in a different or more specialized technical role than the one I'm in now,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,7,8,9,2,4,3,5,1,10,6,2,4,8,10,6,3,9,5,11,7,1,5,3,4,1,2,5,7,1,4,2,6,3,A recruiter contacted me,British pounds sterling (£),33000,Yearly,45838,GBP,"Slack;Trello;Other chat system (IRC, proprietary software, etc.);Other wiki tool (Github, Google Sites, proprietary software, etc.)",One to three months,"Taken an online course in programming or software development (e.g. a MOOC);Completed an industry certification program (e.g. MCPD);Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);The technology’s online help system",NA,NA,Strongly agree,Disagree,Disagree,C++;C#;JavaScript;SQL;HTML;CSS;Bash/Shell,C#;Erlang;F#;Haskell;SQL;TypeScript;HTML;Bash/Shell,SQL Server,SQL Server;PostgreSQL;Memcached;Neo4j,NA,Linux,NA,.NET Core;Node.js;React,Notepad++;Visual Studio;Visual Studio Code,Windows,3,Agile;Kanban;Scrum,Git;Subversion;Team Foundation Version Control,A few times per week,Yes,Yes,The website I was visiting forced me to disable it to access their content,Somewhat agree,Somewhat agree,Somewhat disagree,NA,3,2,1,6,7,4,5,Increasing automation of jobs,Increasing automation of jobs,Nobody,I'm excited about the possibilities more than worried about the dangers.,No,Depends on what it is,The person who came up with the idea,Yes,8,A few times per week,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",NA,Yes,A little bit interested,Not at all interested,Not at all interested,Somewhat interested,Somewhat interested,Between 7:01 - 8:00 AM,9 - 12 hours,1 - 2 hours,Never,NA,1 - 2 times per week,Male,Straight or heterosexual,Some college/university study without earning a degree,White or of European descent,25 - 34 years old,No,NA,The survey was too long,Very easy
263,Yes,No,Malaysia,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Full-stack developer,0-2 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C#;JavaScript;SQL;VB.NET,C#;Go;JavaScript;Python;Rust,SQL Server,"MongoDB;Redis;Google BigQuery;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage;Elasticsearch",NA,AWS;Drupal;Google Cloud Platform/App Engine;Heroku;Raspberry Pi;Windows Desktop or Server,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,Yes,Yes,Sweden,No,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",NA,10 to 19 employees,Back-end developer;Database administrator;DevOps specialist;Front-end developer;Full-stack developer;System administrator,15-17 years,9-11 years,Neither satisfied nor dissatisfied,Slightly dissatisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,7,9,5,4,1,6,2,3,8,10,1,2,8,10,9,7,4,3,11,6,5,5,1,3,2,4,6,5,3,1,2,7,4,My job status or other personal status changed,Swedish kroner (SEK),40000,Monthly,59880,SEK,"Jira;Slack;Trello;Other chat system (IRC, proprietary software, etc.);Other wiki tool (Github, Google Sites, proprietary software, etc.)",NA,"Taught yourself a new language, framework, or tool without taking a formal course;Contributed to open source software","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;A college/university computer science or software engineering book;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.)",NA,NA,Agree,Agree,Disagree,Assembly;C;C++;CoffeeScript;JavaScript;PHP;SQL;Delphi/Object Pascal;HTML;CSS;Bash/Shell,C#;Go;Java;Objective-C;Python;Ruby,MongoDB;SQL Server;MySQL,Cassandra;Redis;Elasticsearch,AWS;Drupal;Linux;Mac OS;Windows Desktop or Server;WordPress,Android;Arduino;Gaming console;iOS;Raspberry Pi,NA,Django;Node.js,NetBeans;Visual Studio,MacOS,2,Agile;Scrum,Git;Subversion,Multiple times per day,Yes,Yes,The website I was visiting forced me to disable it to access their content,Somewhat agree,Somewhat disagree,Strongly agree,Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising,1,3,2,5,4,6,7,Increasing automation of jobs,"Artificial intelligence surpassing human intelligence (""the singularity"")",Nobody,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,Upper management at the company/organization,Yes,9,Daily or almost daily,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",9,Yes,Somewhat interested,Very interested,Somewhat interested,Very interested,Somewhat interested,Between 7:01 - 8:00 AM,5 - 8 hours,3 - 4 hours,3 - 4 times per week,Standing desk;Ergonomic keyboard or mouse,I don't typically exercise,Male,Straight or heterosexual,Primary/elementary school,White or of European descent,35 - 44 years old,Yes,NA,The survey was an appropriate length,Very easy
265,Yes,No,India,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer,9-11 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",NA,I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,No,No,Germany,No,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",NA,20 to 99 employees,Back-end developer;Database administrator;Front-end developer;Full-stack developer,6-8 years,6-8 years,Slightly dissatisfied,Neither satisfied nor dissatisfied,Working in a career completely unrelated to software development,I am not interested in new job opportunities,More than 4 years ago,9,3,5,1,2,4,7,10,8,6,4,10,6,1,3,9,7,11,2,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,My job status or other personal status changed,Euros (€),40000,Yearly,48955,EUR,NA,One to three months,"Taken an online course in programming or software development (e.g. a MOOC);Taught yourself a new language, framework, or tool without taking a formal course","Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.)",NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,JavaScript;Perl;PHP;SQL;TypeScript;HTML;CSS,C#,MySQL;SQLite;Memcached,NA,WordPress;Firebase,NA,Node.js,TensorFlow,Atom;Sublime Text;Visual Studio Code,MacOS,2,NA,Git,Once a day,Yes,Yes,The ad-blocking software was causing display issues on a website;I wanted to support the website I was visiting by viewing their ads,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Stopped going to a website because of their advertising,4,5,2,3,1,7,6,"Artificial intelligence surpassing human intelligence (""the singularity"")",Increasing automation of jobs,The developers or the people creating the AI,I'm worried about the dangers more than I'm excited about the possibilities.,No,"Yes, but only within the company",Upper management at the company/organization,Unsure / I don't know,6,A few times per month or weekly,No,NA,"No, I didn't know that Stack Overflow had a jobs board",NA,NA,No,A little bit interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Between 6:01 - 7:00 AM,9 - 12 hours,1 - 2 hours,Never,NA,3 - 4 times per week,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,25 - 34 years old,No,NA,The survey was too long,Neither easy nor difficult
267,Yes,Yes,Belgium,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","10,000 or more employees",Data scientist or machine learning specialist;Desktop or enterprise applications developer;Mobile developer,6-8 years,3-5 years,Moderately satisfied,Moderately satisfied,Working as a founder or co-founder of my own company,I am not interested in new job opportunities,Less than a year ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,Yes,No,Brazil,"Yes, part-time",Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",NA,100 to 499 employees,Back-end developer;Front-end developer;Full-stack developer;Student,0-2 years,0-2 years,Slightly satisfied,Slightly satisfied,Working in a different or more specialized technical role than the one I'm in now,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,5,3,7,1,4,6,9,2,10,8,1,10,3,9,7,11,2,6,8,5,4,3,2,5,4,1,6,3,5,1,2,4,7,I did not receive an expected change in compensation,Brazilian reais (R$),1800,Monthly,6732,BRL,"Other chat system (IRC, proprietary software, etc.)",One to three months,"Taken an online course in programming or software development (e.g. a MOOC);Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder)","The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.)",NA,"To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology",Neither Agree nor Disagree,Strongly disagree,Strongly disagree,JavaScript;PHP;SQL;HTML;CSS,Java;JavaScript;PHP;R;SQL;HTML;CSS,SQL Server;MySQL,SQL Server;MySQL,NA,NA,Node.js;React,Node.js;React;Spring,Sublime Text,Windows,2,Agile;Extreme programming (XP);Scrum,Git,Multiple times per day,Yes,Yes,The website I was visiting forced me to disable it to access their content;The website I was visiting asked me to disable it,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Clicked on an online advertisement;Stopped going to a website because of their advertising,NA,NA,NA,NA,NA,NA,NA,"Artificial intelligence surpassing human intelligence (""the singularity"")",Algorithms making important decisions,Prominent industry leaders,I'm worried about the dangers more than I'm excited about the possibilities.,Depends on what it is,Depends on what it is,The person who came up with the idea,Yes,10 (Very Likely),Daily or almost daily,No,NA,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",NA,NA,No,A little bit interested,Very interested,Very interested,Somewhat interested,Not at all interested,Between 6:01 - 7:00 AM,Over 12 hours,30 - 59 minutes,Never,NA,I don't typically exercise,Male,Straight or heterosexual,They never completed any formal education,White or of European descent,18 - 24 years old,No,NA,The survey was too long,Somewhat easy
